total_sessions,total_doses,total_vaccinated,total_fully_vaccinated,population,last_updated,ref
172852,8263858,8240230,23628,1371360350,"0800, 14/2/2021",https://pib.gov.in/PressReleasePage.aspx?PRID=1697885
